ADM_CD,시군구,행정동,총인구수,0-2세,3-6세,0-6세,기관수,어린이집수,유치원수,정원,현원,커버율(%),이용률(%),충원율(%),어린이집_정원,어린이집_현원,유치원_정원,유치원_현원,유형,key,코드,hjd_cd_x,거래건수,평당가,연식,단지수,hjd_cd_y,거래건수_3년,평당가_3년,연식_3년,단지수_3년,cov,fil,pop,logp,logcov,소형,분위
22050790,북구,구암동,30294,208,411,619,14,11,3,1020,398,164.8,64.3,39.0,334,156,686,242,질적미스매치,북구|구암동,2723074500,2723074500.0,414.0,831.2713739690204,25.0,16.0,2723074500.0,1280.0,855.2452945481066,25.0,16.0,164.8,39.0,619,6.722956304684927,5.110782242701195,0,1(저가)
22050810,북구,노원동,10970,160,160,320,3,2,1,272,253,85.0,79.1,93.0,116,97,156,156,물리적부족,북구|노원동,2723079000,2723079000.0,146.0,1448.822940145254,9.0,9.0,2723079000.0,484.0,1411.415610406938,9.0,13.0,85.0,93.0,320,7.278506740337591,4.454347296253507,0,3
22050820,북구,동천동,24674,230,452,682,16,12,4,1167,711,171.1,104.3,60.9,451,240,716,471,질적미스매치,북구|동천동,2723078000,2723078000.0,396.0,1032.7343916776442,24.0,10.0,2723078000.0,1231.0,1075.1655131461912,24.0,10.0,171.1,60.9,682,6.939965312802844,5.1480757032174935,0,2
22050830,북구,국우동,29173,400,639,1039,20,13,7,1690,871,162.7,83.8,51.5,732,372,958,499,질적미스매치,북구|국우동,2723080000,2723080000.0,363.0,1167.0234160152413,19.0,11.0,2723080000.0,1053.0,1171.438695960312,19.0,11.0,162.7,51.5,1039,7.062211697222565,5.098035484377089,0,3
22050840,북구,대현동,15654,112,152,264,8,6,2,663,471,251.1,178.4,71.0,347,194,316,277,양호,북구|대현동,2723064500,2723064500.0,189.0,1435.6398378691372,16.0,8.0,2723064500.0,554.0,1435.6398378691372,16.0,10.0,251.1,71.0,264,7.269365908866931,5.529825834193874,0,3
22060510,수성구,범어1동,22697,437,876,1313,7,4,3,617,597,47.0,45.5,96.8,203,200,414,397,물리적부족,수성구|범어1동,2726051000,2726051000.0,533.0,4322.579809164802,5.0,19.0,2726051000.0,1075.0,3494.9063467583383,5.0,21.0,47.0,96.8,1313,8.371607681045711,3.871201010907891,0,5(고가)
22060520,수성구,범어2동,15179,188,405,593,9,6,3,747,540,126.0,91.1,72.3,359,196,388,344,양호,수성구|범어2동,2726052000,2726052000.0,164.0,4265.177496966174,17.0,5.0,2726052000.0,446.0,3849.510217311169,17.0,5.0,126.0,72.3,593,8.358239076167942,4.844187086458591,0,5(고가)
22060530,수성구,범어3동,17060,371,634,1005,8,7,1,367,295,36.5,29.4,80.4,323,266,44,29,물리적부족,수성구|범어3동,2726053000,2726053000.0,443.0,2788.223775398862,11.0,14.0,2726053000.0,1024.0,2709.640174075079,11.0,14.0,36.5,80.4,1005,7.933160032432356,3.624340932976365,0,5(고가)
22060540,수성구,범어4동,18451,83,394,477,3,3,0,398,279,83.4,58.5,70.1,398,279,0,0,물리적부족,수성구|범어4동,2726054000,2726054000.0,343.0,4201.655117873013,17.0,25.0,2726054000.0,806.0,3909.4015545340794,17.0,26.0,83.4,70.1,477,8.343233802328081,4.4355674016019115,0,5(고가)
22060550,수성구,만촌1동,20218,231,458,689,13,10,3,675,493,98.0,71.6,73.0,383,265,292,228,물리적부족,수성구|만촌1동,2726055000,2726055000.0,218.0,1555.0065936653714,23.0,11.0,2726055000.0,605.0,1556.952784646179,23.0,13.0,98.0,73.0,689,7.349235064903619,4.59511985013459,0,4
22060560,수성구,만촌2동,13123,127,281,408,8,3,5,874,798,214.2,195.6,91.3,102,71,772,727,양호,수성구|만촌2동,2726056000,2726056000.0,21.0,3544.7847107579223,2.0,4.0,2726056000.0,50.0,2044.9991999890533,22.0,5.0,214.2,91.3,408,8.173232706729376,5.371567828287629,0,5(고가)
22060570,수성구,만촌3동,20600,175,453,628,7,5,2,574,540,91.4,86.0,94.1,276,247,298,293,물리적부족,수성구|만촌3동,2726056100,2726056100.0,331.0,3384.0851702723,19.0,20.0,2726056100.0,792.0,3349.0449107062223,18.0,20.0,91.4,94.1,628,8.126838888929575,4.526126978647638,0,5(고가)
22060580,수성구,수성1가동,16976,168,303,471,5,4,1,452,255,96.0,54.1,56.4,306,109,146,146,이중취약,수성구|수성1가동,2726057000,2726057000.0,239.0,1750.4671489557986,21.0,20.0,2726057000.0,590.0,1867.878313229904,20.0,20.0,96.0,56.4,471,7.46763797355527,4.574710978503383,0,4
22060590,수성구,수성2·3가동,10171,78,268,346,2,2,0,69,68,19.9,19.7,98.6,69,68,0,0,물리적부족,수성구|수성2.3가동,2726058000,2726058000.0,74.0,2647.22061863234,17.0,5.0,2726058000.0,224.0,2646.4188299764382,17.0,6.0,19.9,98.6,346,7.881265545422771,3.039749158970765,0,5(고가)
22060600,수성구,수성4가동,12840,112,161,273,7,5,2,646,435,236.6,159.3,67.3,276,165,370,270,양호,수성구|수성4가동,2726059000,2726059000.0,194.0,1614.7639973002897,30.0,13.0,2726059000.0,591.0,1752.190812720848,21.0,14.0,236.6,67.3,273,7.386944093275872,5.47058858748849,0,4
22060610,수성구,황금1동,20862,204,577,781,9,7,2,692,472,88.6,60.4,68.2,340,226,352,246,물리적부족,수성구|황금1동,2726060100,2726060100.0,334.0,2167.842690910873,20.0,13.0,2726060100.0,946.0,2084.0293098070115,20.0,14.0,88.6,68.2,781,7.68148780038401,4.4953553199808844,0,5(고가)
22060620,수성구,황금2동,11789,211,241,452,3,2,1,231,228,51.1,50.4,98.7,153,151,78,77,물리적부족,수성구|황금2동,2726060200,2726060200.0,102.0,3580.9296947858797,4.0,5.0,2726060200.0,250.0,3209.8847528164474,4.0,7.0,51.1,98.7,452,8.183377736961774,3.9531649487593215,0,5(고가)
22060630,수성구,중동,14426,344,452,796,7,6,1,477,411,59.9,51.6,86.2,325,259,152,152,물리적부족,수성구|중동,2726061000,2726061000.0,181.0,2382.65515268637,5.0,10.0,2726061000.0,560.0,2324.9764482410947,6.0,11.0,59.9,86.2,796,7.775970755207131,4.109233174715851,0,5(고가)
22060640,수성구,상동,13962,101,181,282,3,3,0,189,115,67.0,40.8,60.8,189,115,0,0,이중취약,수성구|상동,2726062000,2726062000.0,75.0,2001.729096933712,17.0,6.0,2726062000.0,230.0,2057.332682959649,17.0,8.0,67.0,60.8,282,7.601766634502174,4.219507705176107,0,4
22060650,수성구,파동,17086,381,460,841,9,7,2,975,766,115.9,91.1,78.6,483,271,492,495,양호,수성구|파동,2726063000,2726063000.0,172.0,1505.04471662574,10.0,16.0,2726063000.0,482.0,1409.690049243743,13.0,17.0,115.9,78.6,841,7.316577888785263,4.761318868478023,0,4
22060660,수성구,두산동,14835,204,333,537,6,6,0,379,164,70.6,30.5,43.3,379,164,0,0,이중취약,수성구|두산동,2726064000,2726064000.0,142.0,2531.2748680047225,17.0,5.0,2726064000.0,345.0,2497.8890200708383,17.0,6.0,70.6,43.3,537,7.836478355203518,4.2710950739666,0,5(고가)
22060670,수성구,지산1동,18643,79,147,226,8,5,3,929,437,411.1,193.4,47.0,459,219,470,218,질적미스매치,수성구|지산1동,2726065100,2726065100.0,131.0,895.5641931684335,35.0,10.0,2726065100.0,347.0,936.8334154756038,35.0,11.0,411.1,47.0,226,6.797453903095101,6.021266038344772,0,2
22060680,수성구,지산2동,18161,178,269,447,6,4,2,776,565,173.6,126.4,72.8,266,182,510,383,양호,수성구|지산2동,2726065200,2726065200.0,219.0,1080.429512015403,35.0,16.0,2726065200.0,600.0,1055.3871443185776,35.0,18.0,173.6,72.8,447,6.985113937368607,5.162497643405501,0,3
22060690,수성구,범물1동,9658,46,44,90,2,1,1,64,18,71.1,20.0,28.1,24,11,40,7,이중취약,수성구|범물1동,2726066100,2726066100.0,84.0,864.2178286710819,34.0,5.0,2726066100.0,222.0,926.8288775408032,34.0,5.0,71.1,28.1,90,6.761824853545483,4.278054044290903,1,2
22060700,수성구,범물2동,15546,172,255,427,5,3,2,366,191,85.7,44.7,52.2,138,90,228,101,이중취약,수성구|범물2동,2726066200,2726066200.0,197.0,919.8107957707292,33.0,11.0,2726066200.0,589.0,993.4932233352976,31.0,12.0,85.7,52.2,427,6.824167992121886,4.462453883786496,0,2
22060710,수성구,고산1동,31119,296,615,911,9,6,3,907,566,99.6,62.1,62.4,315,197,592,369,이중취약,수성구|고산1동,2726067000,2726067000.0,339.0,1147.5770769592843,30.0,23.0,2726067000.0,957.0,1166.7529411764706,31.0,23.0,99.6,62.4,911,7.045408109142361,4.611152257665639,0,3
22060720,수성구,고산2동,25542,318,584,902,15,10,5,1332,1035,147.7,114.7,77.7,494,341,838,694,양호,수성구|고산2동,2726068000,2726068000.0,293.0,1613.773781799959,19.0,18.0,2726068000.0,827.0,1734.0741544054376,19.0,21.0,147.7,77.7,902,7.386330679031325,5.001930853466109,0,4
22060730,수성구,고산3동,29203,216,438,654,9,8,1,672,212,102.8,32.4,31.5,442,178,230,34,질적미스매치,수성구|고산3동,2726069000,2726069000.0,396.0,1041.4073156146812,26.0,30.0,2726069000.0,1105.0,1105.9066506410256,26.0,34.0,102.8,31.5,654,6.948328265492565,4.642465970731788,0,2
22070550,달서구,두류3동,8919,96,133,229,5,3,2,251,199,109.6,86.9,79.3,123,86,128,113,양호,달서구|두류3동,2729055000,2729055000.0,77.0,1636.7642326068838,24.0,6.0,2729055000.0,204.0,1583.498956731798,24.0,6.0,109.6,79.3,229,7.40047654293446,4.7059200890882344,0,4
22070560,달서구,본리동,22963,500,630,1130,13,10,3,840,633,74.3,56.0,75.4,438,273,402,360,물리적부족,달서구|본리동,2729059000,2729059000.0,336.0,1384.556903864279,17.0,16.0,2729059000.0,971.0,1377.4901328070832,17.0,22.0,74.3,75.4,1130,7.233135442426775,4.321480134805848,0,3
22070570,달서구,감삼동,31110,663,906,1569,16,13,3,1006,758,64.1,48.3,75.3,610,481,396,277,물리적부족,달서구|감삼동,2729055500,2729055500.0,457.0,1841.317734282044,16.0,21.0,2729055500.0,1217.0,1810.339162498631,13.0,24.0,64.1,75.3,1569,7.518236754218768,4.175924549214524,0,4
22070580,달서구,죽전동,14342,278,251,529,4,4,0,282,180,53.3,34.0,63.8,282,180,0,0,이중취약,달서구|죽전동,2729056300,2729056300.0,82.0,2325.5339305768207,2.0,9.0,2729056300.0,187.0,1104.1850047154985,23.0,12.0,53.3,63.8,529,7.751704939216415,3.9945242269398897,0,5(고가)
22070590,달서구,장기동,15338,208,252,460,8,5,3,519,411,112.8,89.3,79.2,227,206,292,205,양호,달서구|장기동,2729056800,2729056800.0,194.0,1294.947999295311,22.0,9.0,2729056800.0,641.0,1315.7032230787129,22.0,9.0,112.8,79.2,460,7.166225818343089,4.73444252169223,0,3
22070600,달서구,이곡1동,19674,163,233,396,13,11,2,950,566,239.9,142.9,59.6,542,233,408,333,질적미스매치,달서구|이곡1동,2729057600,2729057600.0,220.0,858.173639500447,29.0,9.0,2729057600.0,771.0,870.6724454075679,29.0,9.0,239.9,59.6,396,6.7548064560526395,5.484381909620826,0,2
22070610,달서구,신당동,27982,188,249,437,16,14,2,818,461,187.2,105.5,56.4,622,349,196,112,질적미스매치,달서구|신당동,2729058500,2729058500.0,225.0,895.4587209987045,27.0,5.0,2729058500.0,655.0,914.925214933459,27.0,5.0,187.2,56.4,437,6.797336124401131,5.23750522715128,0,2
22070630,달서구,월성2동,13486,56,84,140,5,3,2,307,239,219.3,170.7,77.9,129,86,178,153,양호,달서구|월성2동,2729060200,2729060200.0,132.0,698.4890748381149,34.0,6.0,2729060200.0,405.0,774.7085186452275,34.0,6.0,219.3,77.9,140,6.548919537684381,5.394990253808298,0,1(저가)
22070650,달서구,상인1동,31952,411,520,931,13,11,2,800,504,85.9,54.1,63.0,354,222,446,282,이중취약,달서구|상인1동,2729062400,2729062400.0,385.0,1069.649370514178,32.0,21.0,2729062400.0,1108.0,1163.05081928563,27.0,21.0,85.9,63.0,931,6.975086182645244,4.464758032271346,0,3
22070660,달서구,상인2동,16708,170,244,414,7,6,1,633,354,152.9,85.5,55.9,430,259,203,95,질적미스매치,달서구|상인2동,2729062500,2729062500.0,100.0,1054.2039544572958,19.0,14.0,2729062500.0,368.0,1314.0762310235252,16.0,18.0,152.9,55.9,414,6.960541215559296,5.0363030408448335,0,3
22070670,달서구,상인3동,9479,20,47,67,3,3,0,215,26,320.9,38.8,12.1,215,26,0,0,질적미스매치,달서구|상인3동,2729062600,2729062600.0,65.0,590.567827030637,33.0,5.0,2729062600.0,207.0,661.6010673782522,33.0,5.0,320.9,12.1,67,6.381084492767819,5.774240938304763,1,1(저가)
22070680,달서구,도원동,30888,223,363,586,14,11,3,783,308,133.6,52.6,39.3,272,139,511,169,질적미스매치,달서구|도원동,2729062800,2729062800.0,418.0,718.6388356912875,29.0,11.0,2729062800.0,1329.0,757.8557563587685,29.0,11.0,133.6,39.3,586,6.57735891676391,4.902307417210627,0,1(저가)
22070690,달서구,송현1동,15948,83,140,223,5,3,2,562,209,252.0,93.7,37.2,170,91,392,118,질적미스매치,달서구|송현1동,2729063000,2729063000.0,20.0,1000.6503825282456,24.0,2.0,2729063000.0,59.0,1039.8169287860046,24.0,2.0,252.0,37.2,223,6.9084054501033245,5.53338948872752,0,2
22070700,달서구,송현2동,17655,203,249,452,6,4,2,679,413,150.2,91.4,60.8,195,173,484,240,질적미스매치,달서구|송현2동,2729064000,2729064000.0,123.0,939.5677297869836,24.0,15.0,2729064000.0,301.0,941.8233618233618,24.0,19.0,150.2,60.8,452,6.845419907566384,5.018603463745433,0,2
22070710,달서구,본동,13085,168,170,338,3,2,1,196,104,58.0,30.8,53.1,132,61,64,43,이중취약,달서구|본동,2729065000,2729065000.0,338.0,1922.6281934474555,1.0,16.0,2729065000.0,603.0,923.7880927167904,34.0,21.0,58.0,53.1,338,7.561448379753603,4.07753744390572,0,4
22070720,달서구,용산1동,27831,270,392,662,10,9,1,454,296,68.6,44.7,65.2,350,220,104,76,이중취약,달서구|용산1동,2729057100,2729057100.0,291.0,972.9809277136802,27.0,17.0,2729057100.0,906.0,992.8107428296012,27.0,18.0,68.6,65.2,662,6.880364480466328,4.242764567340374,0,2
22070730,달서구,용산2동,24650,170,278,448,12,9,3,1053,750,235.0,167.4,71.2,339,120,714,630,양호,달서구|용산2동,2729057200,2729057200.0,289.0,810.5964970809007,29.0,11.0,2729057200.0,991.0,826.7255751917306,29.0,11.0,235.0,71.2,448,6.69777039279442,5.4638318050256105,0,1(저가)
22070740,달서구,이곡2동,14113,82,163,245,5,4,1,273,156,111.4,63.7,57.1,179,109,94,47,질적미스매치,달서구|이곡2동,2729057700,2729057700.0,163.0,797.4688161920451,32.0,6.0,2729057700.0,566.0,799.5679733110926,32.0,7.0,111.4,57.1,245,6.68144273194095,4.722063937459591,0,1(저가)
22070750,달서구,성당동,19950,144,254,398,8,6,2,904,518,227.1,130.2,57.3,274,160,630,358,질적미스매치,달서구|성당동,2729051500,2729051500.0,133.0,1265.6410872602446,17.0,13.0,2729051500.0,374.0,1277.323928065724,17.0,18.0,227.1,57.3,398,7.143334061135795,5.429784129290343,0,3
22070760,달서구,두류1·2동,15677,272,227,499,6,5,1,250,141,50.1,28.3,56.4,210,131,40,10,이중취약,달서구|두류1.2동,2729053500,2729053500.0,120.0,1874.973790278499,3.0,6.0,2729053500.0,241.0,1874.2237785559448,3.0,6.0,50.1,56.4,499,7.536349959788677,3.933784497209659,0,4
22070770,달서구,월성1동,39431,603,1207,1810,25,20,5,2123,1797,117.3,99.3,84.6,1001,746,1122,1051,양호,달서구|월성1동,2729060100,2729060100.0,713.0,1846.680140204838,17.0,18.0,2729060100.0,2049.0,1813.0729323591447,17.0,19.0,117.3,84.6,1810,7.521144787186407,4.773223770984341,0,4
22070780,달서구,진천동,49312,666,1053,1719,29,22,7,2644,1783,153.8,103.7,67.4,1300,766,1344,1017,양호,달서구|진천동,2729061500,2729061500.0,520.0,1342.868614462229,15.0,47.0,2729061500.0,1564.0,1321.08635730042,18.0,60.0,153.8,67.4,1719,7.202563361850932,5.042133961155627,0,3
22070790,달서구,유천동,32906,952,1574,2526,15,12,3,1003,708,39.7,28.0,70.6,471,383,532,325,물리적부족,달서구|유천동,2729061700,2729061700.0,696.0,1922.369141440733,11.0,14.0,2729061700.0,2358.0,1867.236523942344,11.0,14.0,39.7,70.6,2526,7.561313632192264,3.7062280924485496,0,4
22510110,달성군,화원읍,45368,608,799,1407,27,20,7,2190,1436,155.7,102.1,65.6,1130,669,1060,767,양호,달성군|화원읍,2771025000,2771025000.0,419.0,956.9128239649948,23.0,29.0,2771025000.0,1363.0,995.5812188759782,23.0,30.0,155.7,65.6,1407,6.863712294268199,5.054333149361975,0,2
22510120,달성군,논공읍,14789,125,197,322,14,11,3,1055,626,327.6,194.4,59.3,694,364,361,262,질적미스매치,달성군|논공읍,2771025300,2771025300.0,14.0,718.5650751160597,8.0,1.0,2771025300.0,44.0,777.8814133402914,8.0,1.0,327.6,59.3,322,6.577256272212587,5.794841205603168,0,1(저가)
22510130,달성군,다사읍,88804,1819,3002,4821,76,60,16,5221,3575,108.3,74.2,68.5,2704,1698,2517,1877,양호,달성군|다사읍,2771025600,2771025600.0,797.0,1502.015012972115,15.0,30.0,2771025600.0,2405.0,1486.192316177208,15.0,31.0,108.3,68.5,4821,7.314562827595109,4.694096395182493,0,4
22510140,달성군,유가읍,31228,761,1316,2077,25,22,3,1612,1110,77.6,53.4,68.9,945,665,667,445,물리적부족,달성군|유가읍,2771025900,2771025900.0,625.0,1116.8571916256128,10.0,13.0,2771025900.0,1729.0,1091.67883018843,10.0,13.0,77.6,68.9,2077,7.018273940963394,4.364371699435161,0,3
22510150,달성군,옥포읍,22164,303,588,891,17,14,3,1160,508,130.2,57.0,43.8,698,311,462,197,질적미스매치,달성군|옥포읍,2771026200,2771026200.0,207.0,952.8908351196876,9.0,10.0,2771026200.0,717.0,986.824072483611,9.0,10.0,130.2,43.8,891,6.859500348425309,4.876722876509988,0,2
22510160,달성군,현풍읍,20950,291,533,824,16,11,5,1443,1052,175.1,127.7,72.9,643,392,800,660,양호,달성군|현풍읍,2771026500,2771026500.0,139.0,955.1687334524464,10.0,9.0,2771026500.0,478.0,942.4337386320094,11.0,10.0,175.1,72.9,824,6.861888009117307,5.17105201550216,0,2
22510310,달성군,가창면,6747,31,62,93,2,0,2,58,17,62.4,18.3,29.3,0,0,58,17,이중취약,달성군|가창면,2771031000,2771031000.0,21.0,633.8229409803268,29.0,2.0,2771031000.0,48.0,731.3372558249,29.0,2.0,62.4,29.3,93,6.451769642531595,4.14946386144318,1,1(저가)
22510360,달성군,구지면,18838,531,901,1432,17,15,2,1168,846,81.6,59.1,72.4,764,578,404,268,물리적부족,달성군|구지면,2771038000,2771038000.0,255.0,802.5948524487819,6.0,9.0,2771038000.0,779.0,837.1996434215324,6.0,9.0,81.6,72.4,1432,6.687850044217409,4.414009680526933,0,1(저가)
